event_group	event_name	display_name	property	trigger_steps	trigger_url	login_state	event_property_groups	custom_event_properties	trigger_identify_call	expected_traits	source	destinations	automatable	test_notes	description	audit_status	audit_date	audit_notes
company	Company Function	company_function	inc42 | datalabs	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_function:string	Yes	none - property removed	web | backend	customerio	auto	Live sample values: Product | Leadership | Management & Operations ; ⚠ HTML-encoded 'HR &amp; L&amp;D' + underscore 'Sales_Business_Development'	fix encoding | red = delete (Utk) — ⚠ 46,702 ppl, same taxonomy as function (188); merging into function would preserve values	DELETE	2026-09-07	Current: PH DataLabs: Company Function' (46,702) rename→'company_function' ; CIO Main: — (not in this workspace) ; CIO DataLabs: Company Function' (6,117) rename→'company_function' ; bulk-null undefined (269) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | fix encoding | red = delete (Utk) — ⚠ 46,702 ppl, same taxonomy as function (188); merging into function would preserve values
crm_enrichment	engagement_tier_test	engagement_tier_test	inc42 | datalabs	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	engagement_tier_test:string	No	none - property removed	backend	customerio	observe	Live sample values: (test field, 20 ppl)	test field	DELETE	2026-09-07	Current: CIO Main: engagement_tier_test' (20) delete now ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | test field
datalabs	credits	credits	inc42	Sign in to DataLabs | complete the onboarding questions | inspect identify() against the DataLabs PostHog project (66351)	TODO-datalabs-url	logged-in	datalabs	credits:string	Yes	none - property removed	web | backend	posthog	auto	Media PH 1 ; PostHog people: 1 ; Newly found by audit ; Live sample values: 999999 (only 1 person - test record)	Single test record on Media. No production use.	DELETE	2026-09-07	Current: PostHog: credits -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Single test record on Media. No production use.
datalabs	Datalabs Onboarding Complete	datalabs_onboarding_complete	datalabs	Sign in to DataLabs | complete the onboarding questions | inspect identify() against the DataLabs PostHog project (66351)	TODO-datalabs-url	logged-in	datalabs	datalabs_onboarding_complete:string	Yes	none - property removed	web | backend	posthog | customerio	auto	DataLabs PH 52,708 / CIO 69% ; PostHog people: 52,708 ; priority P3 ; Your sheet row 4 ; Live sample values: Yes | No ; ⚠ casing dups (yes/Yes/no/No)	normalize values | Utk: delete — not a user property | red = delete (Utk)	DELETE	2026-09-07	Current: PostHog: Datalabs Onboarding Complete ; Customer.io: Datalabs Onboarding Complete ; PH DataLabs: Datalabs Onboarding Complete' (46,703) rename→'datalabs_onboarding_complete' ; CIO Main: — (not in this workspace) ; CIO DataLabs: Datalabs Onboarding Complete' (6,769) rename→'datalabs_onboarding_complete' ; bulk-null undefined (269) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete | normalize values | Utk: delete — not a user property | red = delete (Utk)
events_object	event_type	event_type	inc42	Observation only - Customer.io 'events' object/relationship, rebuilt from paid_events. Not yet live		n/a	events	event_type:string	No	none - property removed	backend	customerio	observe	Media CIO <1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Transactional email payload leftover sitting on the profile. Should not be a user property.	DELETE	2026-09-07	Current: Customer.io: Event Type / Event_Type / Event_type -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Transactional email payload leftover sitting on the profile. Should not be a user property.
events_object	Inc42_Events	inc42_events	inc42	Observation only - Customer.io 'events' object/relationship, rebuilt from paid_events. Not yet live		n/a	events	inc42_events:string	No	none - property removed	backend	customerio	observe	Live sample values: Yes	consent | red = delete (Utk)	DELETE	2026-09-07	Current: CIO Main: Inc42_Events' (158) rename→'inc42_events' ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | consent | red = delete (Utk)
identity	Personal Email	Personal Email	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	Personal Email:string	Yes	none - property removed	web | backend	posthog | customerio	auto	Media PH 84,635 / CIO 8% ; DataLabs PH 291 / CIO <1% ; PostHog people: 84,926 ; priority P3 ; Your sheet row 29 ; Live sample values: yes | no (99.9%); only ~120 stray @-addresses (data-entry errors)	boolean flag (yes/no), not an email — correction cols already marked DELETE	DELETE	2026-09-07	Current: PostHog: Personal Email / personal_email ; Customer.io: Personal Email ; PH Main: Personal Email' (80,647) → DELETE (boolean flag; not an email) ; PH DataLabs: Personal Email' (233) → DELETE (boolean flag; not an email) ; CIO Main: Personal Email' (4,506) → DELETE (boolean flag; not an email) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete | boolean flag (yes/no), not an email — correction cols already marked DELETE
identity	Username	Username	datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	Username:string	Yes	none - property removed	web | backend	posthog | customerio	auto	DataLabs PH 2,548 ; PostHog people: 2,548 ; priority P3 ; Your sheet row 34 ; Live sample values: prateek.kathpal | anuj-4928 ; ⚠ mixed handle/email (saraswataman96@gmail.com)	keep only if used; else noise | Utk: delete	DELETE	2026-09-07	Current: PostHog: Username ; PH DataLabs: Username' (2,548) rename→'username' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete | keep only if used; else noise | Utk: delete
identity	Work Email	Work Email	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	Work Email:string	Yes	none - property removed	web | backend	posthog | customerio	auto	Media PH 29,314 / CIO 19% ; DataLabs PH 291 / CIO <1% ; PostHog people: 29,605 ; priority P3 ; Your sheet row 30 ; Live sample values: no | yes (majority); only ~13% hold an @ (mostly = primary email)	boolean flag (yes/no), not an email; derive email type from domain if needed	DELETE	2026-09-07	Current: PostHog: Work Email / work_email ; Customer.io: Work Email ; PH Main: Work Email' (25,181) → DELETE (boolean flag; not an email) ; PH DataLabs: Work Email' (233) → DELETE (boolean flag; not an email) ; CIO Main: Work Email' (14,957) → DELETE (boolean flag; not an email) ; 'Work_Email' (6,864) → DELETE (boolean flag; not an email) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete | boolean flag (yes/no), not an email; derive email type from domain if needed
identity	Secondary Email	secondary_email	inc42	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	secondary_email:string	Yes	none - property removed	web | backend	customerio	auto	Media CIO <1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	only genuine 2nd email (23/25 distinct from primary), but tiny pop	DELETE	2026-09-07	Current: Customer.io: Secondary Email ; CIO Main: Secondary Email' (25) rename→'secondary_email' ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says NOT SURE; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Low volume duplicate of a field we already keep. Owner to confirm before delete. | only genuine 2nd email (23/25 distinct from primary), but tiny pop
lifecycle	Registration Status / Registeration Status (typo)	Registration Status / Registeration Status (typo)	inc42 | datalabs	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	Registration Status / Registeration Status (typo):string	Yes	none - property removed	web | backend	posthog | customerio	auto	Media PH 29,251 / CIO 15% ; DataLabs PH 132 / CIO <1% ; PostHog people: 29,383 ; priority P3 ; Your sheet row 28	Delete	DELETE	2026-09-07	Current: PostHog: Registration Status / registration_status ; Customer.io: Registration Status -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete
lifecycle	Meeting Date	meeting_date	datalabs	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	meeting_date:string	Yes	none - property removed	web | backend	posthog | customerio	auto	DataLabs PH 9 ; PostHog people: 9 ; Newly found by audit ; Live sample values: 2026-04-15 00:00:00 | 2026-04-27 00:00:00 (only 9 set - effectively dead)	keep only if sales-meeting workflow uses it (9 ppl) | Utk: delete | red = delete (Utk)	DELETE	2026-09-07	Current: PostHog: Meeting Date ; PH DataLabs: Meeting Date' (9) rename→'meeting_date' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live in production and not in the spec. Add it. | keep only if sales-meeting workflow uses it (9 ppl) | Utk: delete | red = delete (Utk)
lifecycle	Registration Status	registration_status	inc42 | datalabs	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	registration_status:string	Yes	none - property removed	web | backend	posthog | customerio	auto	Live sample values: ⚠ collision: CIO-Main 'Registration Status' holds DATES (2026-05-04) ; everywhere else 'registered'/'Yes' ; +typo variant 'Registeration Status'	value collision — CIO-Main holds dates, elsewhere registered/Yes; +typo variant | Utk: delete	DELETE	2026-09-07	Current: PH Main: Registeration Status' (63,174) FIX TYPO→'registration_status' ; 'Registration Status' (25,120) rename→'registration_status' ; PH DataLabs: Registeration Status' (525) FIX TYPO→'registration_status' ; 'Registration Status' (131) rename→'registration_status' ; CIO Main: Registration Status' (12,141) rename→'registration_status' ; 'Registration_Status' (6,260) rename→'registration_status' -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | value collision — CIO-Main holds dates, elsewhere registered/Yes; +typo variant | Utk: delete
payment	Charge Amount	charge_amount	inc42 | datalabs	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	charge_amount:string	Yes	none - property removed	backend	posthog | customerio	observe	Media PH 268 ; DataLabs PH 162 ; PostHog people: 430 ; Newly found by audit ; Live sample values: 4128.82 | 5898.82 | 7078.82 | 9438.82 | 0 (268 set) || 0 | 1768.82 | 17700 | 23600 | 41300 (162 set)	superseded — warehouse net_ltv_inr scalar + events (rel) amount	DELETE	2026-09-07	Current: PostHog: Charge Amount ; PH Main: Charge Amount' (240) rename→'charge_amount' ; PH DataLabs: Charge Amount' (105) rename→'charge_amount' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live and populated. Missing from the spec. | superseded — warehouse net_ltv_inr scalar + events (rel) amount
payment	Charge Currency	charge_currency	inc42 | datalabs	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	charge_currency:string	Yes	none - property removed	backend	posthog | customerio	observe	Media PH 268 ; DataLabs PH 162 ; PostHog people: 430 ; Newly found by audit ; Live sample values: INR (single value) || INR (162 set - single value)	superseded — events (rel) currency	DELETE	2026-09-07	Current: PostHog: Charge Currency ; PH Main: Charge Currency' (240) rename→'charge_currency' ; PH DataLabs: Charge Currency' (105) rename→'charge_currency' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live and populated. Missing from the spec. | superseded — events (rel) currency
payment	order_id	order_id	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	order_id:string	Yes	none - property removed	backend	customerio	observe	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Transactional email payload leftover sitting on the profile. Should not be a user property.	DELETE	2026-09-07	Current: Customer.io: order_id -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Transactional email payload leftover sitting on the profile. Should not be a user property.
payment	payment_url	payment_url	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	payment_url:string	Yes	none - property removed	backend	customerio	observe	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Transactional email payload leftover sitting on the profile. Should not be a user property.	DELETE	2026-09-07	Current: Customer.io: payment_URL -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Transactional email payload leftover sitting on the profile. Should not be a user property.
payment	plan	plan	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	plan:string	Yes	none - property removed	backend	posthog	observe	Media PH 1 ; PostHog people: 1 ; Newly found by audit ; Live sample values: enterprise (only 1 person)	Single test record on Media. No production use.	DELETE	2026-09-07	Current: PostHog: plan -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Single test record on Media. No production use.
payment	product_name	product_name	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	product_name:string	Yes	none - property removed	backend	customerio	observe	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Transactional email payload leftover sitting on the profile. Should not be a user property.	DELETE	2026-09-07	Current: Customer.io: product_name -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Transactional email payload leftover sitting on the profile. Should not be a user property.
payment	Trial End Date	trial_end_date	inc42 | datalabs	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	trial_end_date:string	Yes	none - property removed	backend	customerio	observe	Live sample values: 2026-03-19 (date; = start + 14d)	TBD — Utk: park for now (1,934 ppl, live Pro-trial signal)	DELETE	2026-09-07	Current: PH DataLabs: Trial End Date' (2,539) rename→'trial_end_date' ; CIO Main: — (not in this workspace) ; CIO DataLabs: Trial End Date' (1,934) rename→'trial_end_date' -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | TBD — Utk: park for now (1,934 ppl, live Pro-trial signal)
payment	Trial Start Date	trial_start_date	inc42 | datalabs	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	trial_start_date:string	Yes	none - property removed	backend	customerio	observe	Live sample values: 2026-03-05 (date)	TBD — Utk: park for now (2,539 ppl, live Pro-trial signal)	DELETE	2026-09-07	Current: PH DataLabs: Trial Start Date' (2,539) rename→'trial_start_date' ; CIO Main: — (not in this workspace) ; CIO DataLabs: Trial Start Date' (1,934) rename→'trial_start_date' -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | TBD — Utk: park for now (2,539 ppl, live Pro-trial signal)
payment	trial_start_date / trial_end_date	trial_start_date / trial_end_date	datalabs	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	trial_start_date / trial_end_date:string	Yes	none - property removed	backend	posthog | customerio	observe	DataLabs PH 2,544 / CIO 10% ; PH 2,544 / CIO 10% ; PostHog people: 5,088 ; priority P3 ; Your sheet row 2	No instruction on your tab.	DELETE	2026-09-07	Current: PostHog: Trial End Date / Trial Start Date ; Customer.io: Trial End Date / Trial Start Date -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | No instruction on your tab.
plus_subscription	Plus Email	Plus Email	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	Plus Email:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 268 / CIO 1% ; DataLabs PH 162 ; PostHog people: 430 ; priority P3 ; Your sheet row 31 ; Live sample values: bhargavtej2k12@gmail.com (= primary email in 99.5% of cases)	99.5% = primary email; delete via rename→7d zero-ref gate	DELETE	2026-09-07	Current: PostHog: Plus Email ; Customer.io: Plus Email ; PH Main: Plus Email' (240) rename→'plus_email' ; PH DataLabs: Plus Email' (105) rename→'plus_email' ; CIO Main: Plus Email' (1,626) rename→'plus_email' ; 'Plus_Email' (1,043) rename→'plus_email' ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete | 99.5% = primary email; delete via rename→7d zero-ref gate
plus_subscription	Plus Meter Views Left	Plus Meter Views Left	inc42	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	Plus Meter Views Left:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 1,241,894 ; PostHog people: 1,241,894 ; priority P3 ; Your sheet row 32 ; Live sample values: 0 | 1 | 2 | 3 (paywall meter, set on every anonymous visitor)	volatile counter, pop ≫ persons = per-visitor paywall write; delete via gate	DELETE	2026-09-07	Current: PostHog: Plus Meter Views Left ; PH Main: Plus Meter Views Left' (1,241,894) rename→'plus_meter_views_left' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete | volatile counter, pop ≫ persons = per-visitor paywall write; delete via gate
plus_subscription	Plus Cancellation State	plus_cancellation_state	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_cancellation_state:string	Yes	none - property removed	backend	customerio	manual	Live sample values: Enable Auto-Renewal Confirmed' (1 person)	dead, 1 person; delete	DELETE	2026-09-07	Current: PH DataLabs: Plus Cancellation State' (1) → delete ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | dead, 1 person; delete
plus_subscription	Plus Conversion ID	plus_conversion_id	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_conversion_id:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 268 / CIO 1% ; DataLabs PH 162 ; PostHog people: 430 ; Newly found by audit ; Live sample values: 521263 | 558928 | 559836 | 519304 || 561305 | 559231 | 530007 | 565248 (162 set)	gateway ref; delete via gate	DELETE	2026-09-07	Current: PostHog: Plus Conversion ID ; Customer.io: Plus Conversion ID ; CIO Main: Plus Conversion ID' (1,471) rename→'plus_conversion_id' ; 'Plus_ConversionID' (949) rename→'plus_conversion_id' ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live in production and not in the spec. Add it. | gateway ref; delete via gate
plus_subscription	Plus Last Payment Amount	plus_last_payment_amount	inc42	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_last_payment_amount:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 508 ; PostHog people: 508 ; Newly found by audit ; Live sample values: 799 | 3749.25 | 3999.2 | 4499.1 | 4999	red = delete (Utk)	DELETE	2026-09-07	Current: PostHog: Plus Last Payment Amount ; PH Main: Plus Last Payment Amount' (508) rename→'plus_last_payment_amount' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live in production and not in the spec. Add it. | red = delete (Utk)
plus_subscription	Plus Subscription Count	plus_subscription_count	inc42	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_subscription_count:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 201 ; PostHog people: 201 ; Newly found by audit ; Live sample values: 1 | 2 | 4	billing minutiae; delete via gate	DELETE	2026-09-07	Current: PostHog: Plus Subscription Count ; PH Main: Plus Subscription Count' (201) rename→'plus_subscription_count' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live in production and not in the spec. Add it. | billing minutiae; delete via gate
plus_subscription	Plus Term ID	plus_term_id	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_term_id:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 777 / CIO 1% ; DataLabs PH 162 ; PostHog people: 939 ; Newly found by audit ; Live sample values: TMN213QZEKYU | 296958 | 296961 | 384425 (777 set) <-- MIXED FORMAT: alphanumeric AND numeric, same bug as your row 12 || 555827 | 555828 | 521882 | 521883 (162 set)	plan ID, dup of membership_type; delete via gate	DELETE	2026-09-07	Current: PostHog: Plus Term ID ; Customer.io: Plus Term ID ; PH Main: Plus Term ID' (749) rename→'plus_term_id' ; CIO Main: Plus Term ID' (1,623) rename→'plus_term_id' ; 'Plus_Term_ID' (1,040) rename→'plus_term_id' ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live in production and not in the spec. Add it. | plan ID, dup of membership_type; delete via gate
plus_subscription	Plus Total Payment Amount	plus_total_payment_amount	inc42	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_total_payment_amount:string	Yes	none - property removed	backend	posthog | customerio	manual	Media PH 256 ; PostHog people: 256 ; Newly found by audit ; Live sample values: 799 | 2999 | 4999 | 5898.82 | 9438.82 (256 set)	red = delete (Utk)	DELETE	2026-09-07	Current: PostHog: Plus Total Payment Amount ; PH Main: Plus Total Payment Amount' (256) rename→'plus_total_payment_amount' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live in production and not in the spec. Add it. | red = delete (Utk)
pro_subscription	Pro Cancellation State	pro_cancellation_state	inc42 | datalabs	Open the Pro plan page | start checkout | STOP at the Razorpay screen | verify via pro_subscription / pro_billing events	https://inc42.com/pro	logged-in	pro	pro_cancellation_state:string	Yes	none - property removed	backend	customerio	manual	Live sample values: (1 person)	dead, 1 person; delete	DELETE	2026-09-07	Current: PH DataLabs: Pro Cancellation State' (1) → delete ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | dead, 1 person; delete
professional	User State	user_state	inc42 | datalabs	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	user_state:string	Yes	none - property removed	web | backend	posthog | customerio	auto	Media PH 16,701 / CIO 2% ; DataLabs PH 37,829 / CIO <1% ; PostHog people: 54,530 ; Newly found by audit ; Live sample values: Logged In (16,701 set - only one value) || Logged In (37,829 set - 'Guest' NEVER stored as a person property)	single value only | Utk: delete — single value; useful as an EVENT property, not a person property	DELETE	2026-09-07	Current: PostHog: User State ; Customer.io: User State ; PH Main: User State' (15,190) rename→'user_state' ; PH DataLabs: User State' (37,829) rename→'user_state' ; CIO Main: User State' (1,043) rename→'user_state' ; CIO DataLabs: — (not in this workspace) -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says ADD; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | Live and populated. Missing from the spec. | single value only | Utk: delete — single value; useful as an EVENT property, not a person property
professional	where_is_your_company_today	where_is_your_company_today	inc42	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	where_is_your_company_today:string	Yes	none - property removed	web | backend	customerio	auto	Media CIO <1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Raw form-question text used as an attribute key.	DELETE	2026-09-07	Current: Customer.io: Where is your company today? -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Raw form-question text used as an attribute key.
system	id	id	inc42 | datalabs | app	Observation only - SDK or vendor-reserved field, no user action sets it		any	system	id:string	No	none - property removed	web | backend	customerio	observe	Media CIO 2% ; DataLabs CIO 6% ; App CIO 100% ; Newly found by audit ; Live sample values: test123 | okry | jay bhawani nagar majiwada | 36700	junk/test field	DELETE	2026-09-07	Current: Customer.io: id ; CIO DataLabs: id' (133) delete now -> Expected: — (removed) | CONFLICT: MASTER - User Properties tab says NONE; this Fixes Plan (carries Utkarsh decisions) says DELETE - Fixes Plan taken. | Remove from both PostHog and Customer.io once gated. | SDK or vendor plumbing. Not authored by us. No action. | junk/test field
plus_subscription	plus_cancellation_state / pro_cancellation_state	plus_cancellation_state / pro_cancellation_state	datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_cancellation_state / pro_cancellation_state:string	Yes	none - property removed	backend	posthog	manual	DataLabs PH 1 ; PH 1 ; PostHog people: 2 ; priority P3 ; Your sheet row 6	Delete the junk. Real Plus and Pro cancellation slugs come from billing if needed, as new fields.	DROP	2026-09-07	Current: PostHog: Plus Cancellation State / Pro Cancellation State -> Expected: — (removed) | Remove from both PostHog and Customer.io once gated. | Delete the junk. Real Plus and Pro cancellation slugs come from billing if needed, as new fields.
company	brand_website	brand_website	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	brand_website:string	Yes	brand_website = Low volume duplicate of a field we already keep. Owner to confirm before delete.	web | backend	customerio	auto	Media CIO <1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Low volume duplicate of a field we already keep. Owner to confirm before delete.	NOT SURE	2026-09-07	Current: Customer.io: Brand Website -> Expected: brand_website | Low volume duplicate of a field we already keep. Owner to confirm before delete.
company	company_employees	company_employees	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_employees:string	Yes	company_employees = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	web | backend	customerio	auto	Media CIO 14% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: company_employees -> Expected: company_employees | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
company	company_founded_year	company_founded_year	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_founded_year:string	Yes	company_founded_year = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	web | backend	customerio	auto	Media CIO 15% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: company_founded_year -> Expected: company_founded_year | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
