event_group,event_name,display_name,property,trigger_steps,trigger_url,login_state,event_property_groups,custom_event_properties,trigger_identify_call,expected_traits,source,destinations,automatable,test_notes,description,audit_status,audit_date,audit_notes,Where to change it,What exactly to do,Done when
membership,Plus Membership Status,plus_membership_status,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_membership_status:string,Yes,plus_membership_status = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Plus Membership Status' SINCE 1 JAN 2025: 85 people, 0 empty (0% of them empty) [all-time for contrast: 501 people, 0 empty] ; live values in 'Plus Membership Status': active ~ ""expired_with_error"" ~ ""inactive"" ~ ""expired"" ~ ""cancelled""","501 people with sensible values, but this field never reaches Customer.io, so no renewal or dunning message can use it. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Last Payment Date,plus_last_payment_date,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_last_payment_date:string,Yes,plus_last_payment_date = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Plus Last Payment Date' SINCE 1 JAN 2025: 75 people, 0 empty (0% of them empty) [all-time for contrast: 457 people, 0 empty] ; live values in 'Plus Last Payment Date': 2022-07-05T00:00:00 ~ ""2021-07-15T00:00:00"" ~ ""2022-06-23T00:00:00"" ~ ""2022-06-13T00:00:00"" ~ ""2021-07-16T00:00:00"" ~ ""2021-06-19T00:00:00""","457 people, readable dates, but PostHog only - no message can use it. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Next Bill Date,plus_next_bill_date,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_next_bill_date:string,Yes,plus_next_bill_date = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Plus Next Bill Date' SINCE 1 JAN 2025: 75 people, 0 empty (0% of them empty) [all-time for contrast: 457 people, 0 empty] ; live values in 'Plus Next Bill Date': 2022-07-15T00:00:00 ~ ""2023-07-06T00:00:00"" ~ ""2022-06-19T00:00:00"" ~ ""2022-06-02T00:00:00"" ~ ""2022-07-16T00:00:00"" ~ ""2023-07-05T00:00:00""","457 people, readable dates, but PostHog only. It also overlaps Plus Next Payment Date. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Last Payment Amount,plus_last_payment_amount,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_last_payment_amount:string,Yes,plus_last_payment_amount = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Plus Last Payment Amount' SINCE 1 JAN 2025: 85 people, 0 empty (0% of them empty) [all-time for contrast: 508 people, 0 empty] ; live values in 'Plus Last Payment Amount': 4999 ~ ""5898.82"" ~ ""799"" ~ ""3999.2"" ~ ""3499.3"" ~ ""11798.82""","508 people, PostHog only. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Total Payment Amount,plus_total_payment_amount,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_total_payment_amount:string,Yes,plus_total_payment_amount = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Plus Total Payment Amount' SINCE 1 JAN 2025: 18 people, 0 empty (0% of them empty) [all-time for contrast: 256 people, 0 empty] ; live values in 'Plus Total Payment Amount': 4999 ~ ""5898.82"" ~ ""799"" ~ ""11798.82"" ~ ""3500"" ~ ""9998""","256 people, PostHog only. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Subscription Count,plus_subscription_count,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_subscription_count:string,Yes,plus_subscription_count = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Plus Subscription Count' SINCE 1 JAN 2025: 7 people, 0 empty (0% of them empty) [all-time for contrast: 201 people, 0 empty] ; live values in 'Plus Subscription Count': 1 ~ ""2"" ~ ""4""","201 people, PostHog only. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Conversion ID,plus_conversion_id,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,plus_conversion_id:string,Yes,plus_conversion_id = a written decision - messaging or analysis only,backend,posthog | customerio,manual,"PostHog 'Plus Conversion ID' SINCE 1 JAN 2025: 259 people, 0 empty (0% of them empty) [all-time for contrast: 269 people, 0 empty] ; Customer.io 'Plus Conversion ID': present - not used by any audience group or campaign ; live values in 'Plus Conversion ID': 531577 ~ ""531845"" ~ ""507497"" ~ ""534856"" ~ ""507696"" ~ ""521672""","269 people, PostHog only. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Charge Amount,charge_amount,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,charge_amount:string,Yes,charge_amount = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Charge Amount' SINCE 1 JAN 2025: 259 people, 0 empty (0% of them empty) [all-time for contrast: 269 people, 0 empty] ; live values in 'Charge Amount': 4128.82 ~ 9438.82 ~ 5898.82 ~ 11798.82 ~ 7078.82 ~ 8023","269 people, PostHog only. The name does not say which product it belongs to. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Charge Currency,charge_currency,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,charge_currency:string,Yes,charge_currency = a written decision - messaging or analysis only,backend,posthog,manual,"PostHog 'Charge Currency' SINCE 1 JAN 2025: 259 people, 0 empty (0% of them empty) [all-time for contrast: 269 people, 0 empty] ; live values in 'Charge Currency': INR","269 people, all INR, PostHog only. Nine Plus billing fields are in this position: written to PostHog and never sent to Customer.io.",DECISION,2026-09-08,"Current: PostHog only, so unusable for messaging -> Expected: a written decision.",Decision needed from Ranjith and the Plus billing owner.,"DECISION NEEDED. Either this is needed for messaging, in which case it must also be sent to Customer.io, or it is for analysis only, in which case write that down so nobody plans a campaign on it.","A written decision exists for this field, and if it is marked 'needed for messaging' it is visible in Customer.io."
membership,Plus Email,email,inc42,Open a Plus member's profile and compare the two email fields,https://inc42.com/plus/,logged-in,membership,email:string,Yes,email = removed - it duplicates email,backend,posthog | customerio,manual,"PostHog 'Plus Email' SINCE 1 JAN 2025: 259 people, 0 empty (0% of them empty) [all-time for contrast: 269 people, 0 empty] ; Customer.io 'Plus Email': present - not used by any audience group or campaign ; live values in 'Plus Email': rutuja.pratap@tvsmotor.com ~ ""ganeshks@gmail.com"" ~ ""dmukhija1@babson.edu"" ~ ""japan.shah@gmail.com"" ~ ""adityarkas@gmail.com"" ~ ""utkarshiitd@gmail.com""","A second copy of the reader's email kept only for Plus, on 269 people. Your Unified sheet records it as 99.5% identical to the main email.",DELETE,2026-09-08,Current: duplicate email field -> Expected: removed.,"Inc42 Media website (the code that sends reader details out), plus a one-time clean-up of existing records in PostHog and Customer.io.","Check the handful where it differs from the main email, keep whichever is correct in the main email field, then stop writing Plus Email and remove it.",Plus Email no longer exists and no Plus message fails to send.
membership,Payment Stage,payment_stage,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://inc42.com/plus/,logged-in,membership,payment_stage:string,Yes,"payment_stage = the real stage, or the field removed",backend,posthog | customerio,manual,"PostHog 'Payment Stage' SINCE 1 JAN 2025: 411 people, 0 empty (0% of them empty) [all-time for contrast: 430 people, 0 empty] ; Customer.io 'Payment Stage': present - not used by any audience group or campaign ; live values in 'Payment Stage': Payment Completed_Backend","All 430 people hold the same single value, 'Payment Completed_Backend'. It is named like a stage but never changes, so it cannot show a stage.",FIX,2026-09-08,"Current: one value on every person -> Expected: the actual stages, or removed.","Inc42 Media website (the code that sends reader details out), plus a one-time clean-up of existing records in PostHog and Customer.io.","Either write the other stages as well, so the field means something, or stop writing it and remove it. Do not leave it as it is.","The field holds more than one value, or it no longer exists."
membership,Plus Meter Views Left,(decision needed),inc42,"Open inc42.com signed out, read articles until the paywall appears, then inspect the person in PostHog",https://inc42.com/,any,membership,(decision needed):number,Yes,(decision needed) = removed once the paywall owner confirms nothing reads it,web,posthog,manual,"PostHog 'Plus Meter Views Left' SINCE 1 JAN 2025: 49 people, 0 empty (0% of them empty) [all-time for contrast: 1,241,894 people, 0 empty] ; live values in 'Plus Meter Views Left': 4 ~ ""3"" ~ ""2"" ~ ""0"" ~ ""1""","CORRECTED on 8 Sep after re-checking against recent data. All-time it is on 1,241,894 people, which made it look like the most-used field on Media. Among readers who joined since 1 Jan 2025 it is on only 49. It is a legacy field that has all but stopped being written, not a live one - which makes your Unified sheet row 31 (Delete) far safer than it first appeared. It is not in Customer.io at all.",DECISION,2026-09-08,"Current: 1.2 million older people carry a counter but only 49 recent readers do -> Expected: confirmation that the paywall no longer reads it, then removal.","Decision needed from Ranjith and the Plus paywall owner, before anything is changed.","Confirm with the paywall owner that nothing still reads this field - the 49 recent readers suggest something occasionally does. Once confirmed, remove it from the person in PostHog and keep the free-reading counter only in the paywall's own store.","The paywall owner has confirmed in writing that nothing reads the field, and it no longer appears in the people list."
membership,Pro Membership Type,the matching pro_ field,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,the matching pro_ field:string,Yes,"the matching pro_ field = merged into the pro_ set, then removed",backend,posthog | customerio,manual,"PostHog 'Pro Membership Type' SINCE 1 JAN 2025: 389 people, 0 empty (0% of them empty) [all-time for contrast: 406 people, 0 empty] ; Customer.io 'Pro Membership Type': present - not used by any audience group or campaign ; live values in 'Pro Membership Type': Datalabs Pro - Free Trial ~ ""Datalabs Pro - Monthly"" ~ ""Datalabs Pro - Yearly"" ~ ""Datalabs Pro - Quarterly""",Media now carries the Pro billing details twice under two naming styles. The newer pro_ set is the one the DataLabs billing work already agreed; this older name duplicates it.,MERGE,2026-09-08,Current: two naming styles for the same Pro details -> Expected: only the pro_ set.,"Inc42 Media website (the code that sends reader details out), plus a one-time clean-up of existing records in PostHog and Customer.io.","Keep the newer pro_ set. Copy anything this older field holds that the pro_ set does not, then stop writing it and remove it. Note that 6 people hold both a Plus and a Pro membership, so do not assume one person has only one product.","Only the pro_ set appears in the people list, and the count of people with a Pro membership is unchanged."
membership,Pro Membership Expiry Date,the matching pro_ field,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,the matching pro_ field:string,Yes,"the matching pro_ field = merged into the pro_ set, then removed",backend,posthog | customerio,manual,"PostHog 'Pro Membership Expiry Date' SINCE 1 JAN 2025: 96 people, 6 empty (6% of them empty) [all-time for contrast: 101 people, 7 empty] ; Customer.io 'Pro Membership Expiry Date': present - not used by any audience group or campaign ; live values in 'Pro Membership Expiry Date': 2026-09-03 ~ ""2026-09-07"" ~ ""2026-09-02"" ~ ""2026-09-06"" ~ ""2026-09-05"" ~ ""2026-09-08""",Media now carries the Pro billing details twice under two naming styles. The newer pro_ set is the one the DataLabs billing work already agreed; this older name duplicates it.,MERGE,2026-09-08,Current: two naming styles for the same Pro details -> Expected: only the pro_ set.,"Inc42 Media website (the code that sends reader details out), plus a one-time clean-up of existing records in PostHog and Customer.io.","Keep the newer pro_ set. Copy anything this older field holds that the pro_ set does not, then stop writing it and remove it. Note that 6 people hold both a Plus and a Pro membership, so do not assume one person has only one product.","Only the pro_ set appears in the people list, and the count of people with a Pro membership is unchanged."
membership,Pro Next Payment Date,the matching pro_ field,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,the matching pro_ field:string,Yes,"the matching pro_ field = merged into the pro_ set, then removed",backend,posthog | customerio,manual,"PostHog 'Pro Next Payment Date' SINCE 1 JAN 2025: 96 people, 57 empty (59% of them empty) [all-time for contrast: 101 people, 60 empty] ; Customer.io 'Pro Next Payment Date': present - not used by any audience group or campaign ; live values in 'Pro Next Payment Date': 2026-10-01 ~ ""2026-09-03"" ~ ""2026-09-14"" ~ ""2026-09-05"" ~ ""2026-09-10"" ~ ""2026-10-04""",Media now carries the Pro billing details twice under two naming styles. The newer pro_ set is the one the DataLabs billing work already agreed; this older name duplicates it.,MERGE,2026-09-08,Current: two naming styles for the same Pro details -> Expected: only the pro_ set.,"Inc42 Media website (the code that sends reader details out), plus a one-time clean-up of existing records in PostHog and Customer.io.","Keep the newer pro_ set. Copy anything this older field holds that the pro_ set does not, then stop writing it and remove it. Note that 6 people hold both a Plus and a Pro membership, so do not assume one person has only one product.","Only the pro_ set appears in the people list, and the count of people with a Pro membership is unchanged."
membership,pro_lifecycle_stage,pro_lifecycle_stage,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_lifecycle_stage:string,Yes,pro_lifecycle_stage = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_lifecycle_stage' SINCE 1 JAN 2025: 96 people, 0 empty (0% of them empty) [all-time for contrast: 101 people, 0 empty] ; Customer.io 'pro_lifecycle_stage': present - not used by any audience group or campaign ; live values in 'pro_lifecycle_stage': churned ~ ""paying"" ~ ""on_hold"" ~ ""in_trial"" ~ ""none""","Values churned, paying, on_hold, in_trial, none. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_subscription_status,pro_subscription_status,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_subscription_status:string,Yes,pro_subscription_status = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_subscription_status' SINCE 1 JAN 2025: 96 people, 0 empty (0% of them empty) [all-time for contrast: 101 people, 0 empty] ; Customer.io 'pro_subscription_status': present - not used by any audience group or campaign ; live values in 'pro_subscription_status': ended ~ ""cancel_scheduled"" ~ ""on_hold"" ~ ""in_trial"" ~ ""active"" ~ ""none""","Values ended, cancel_scheduled, on_hold, in_trial, active, none. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_mandate_status,pro_mandate_status,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_mandate_status:string,Yes,pro_mandate_status = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_mandate_status' SINCE 1 JAN 2025: 96 people, 0 empty (0% of them empty) [all-time for contrast: 101 people, 0 empty] ; Customer.io 'pro_mandate_status': present - not used by any audience group or campaign ; live values in 'pro_mandate_status': none ~ ""active"" ~ ""revoked""","Values none, active, revoked. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_trial_start_at,pro_trial_start_at,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_trial_start_at:string,Yes,pro_trial_start_at = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_trial_start_at' SINCE 1 JAN 2025: 96 people, 39 empty (41% of them empty) [all-time for contrast: 101 people, 42 empty] ; Customer.io 'pro_trial_start_at': present - not used by any audience group or campaign ; live values in 'pro_trial_start_at': 2026-06-30T05:58:52Z ~ ""2026-08-03T01:03:46Z"" ~ ""2026-05-26T07:32:23Z"" ~ ""2026-09-01T17:41:40Z"" ~ ""2026-09-06T23:29:13Z"" ~ ""2026-09-08T11:16:48Z""","Readable dates; 42 empty, which is correct for people who never had a trial. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_trial_end_at,pro_trial_end_at,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_trial_end_at:string,Yes,pro_trial_end_at = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_trial_end_at' SINCE 1 JAN 2025: 96 people, 37 empty (39% of them empty) [all-time for contrast: 101 people, 39 empty] ; Customer.io 'pro_trial_end_at': present - not used by any audience group or campaign ; live values in 'pro_trial_end_at': 2026-08-10T01:03:46Z ~ ""2026-09-08T05:35:00Z"" ~ ""2026-06-02T07:32:23Z"" ~ ""2026-09-08T17:41:40Z"" ~ ""2026-09-13T23:29:13Z"" ~ ""2026-09-15T11:16:48Z""","Readable dates; 39 empty, correct for people who never had a trial. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_first_paid_at,pro_first_paid_at,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_first_paid_at:string,Yes,pro_first_paid_at = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_first_paid_at' SINCE 1 JAN 2025: 96 people, 69 empty (72% of them empty) [all-time for contrast: 101 people, 74 empty] ; Customer.io 'pro_first_paid_at': present - not used by any audience group or campaign ; live values in 'pro_first_paid_at': 2026-06-23T11:26:36Z ~ ""2026-09-02T06:49:47Z"" ~ ""2026-07-07T17:53:18Z"" ~ ""2026-09-01T18:21:38Z"" ~ ""2026-08-09T18:09:31Z"" ~ ""2026-08-04T18:07:22Z""","Readable dates; 74 empty, correct for people who never paid. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_next_charge_at,pro_next_charge_at,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_next_charge_at:string,Yes,pro_next_charge_at = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_next_charge_at' SINCE 1 JAN 2025: 96 people, 57 empty (59% of them empty) [all-time for contrast: 101 people, 60 empty] ; Customer.io 'pro_next_charge_at': present - not used by any audience group or campaign ; live values in 'pro_next_charge_at': 2026-09-08T11:20:33Z ~ ""2026-09-15T03:58:28Z"" ~ ""2026-09-10T01:03:46Z"" ~ ""2026-09-05T11:08:08Z"" ~ ""2026-10-08T17:41:40Z"" ~ ""2026-09-13T23:29:13Z""","Readable dates. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_next_charge_amount,pro_next_charge_amount,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_next_charge_amount:string,Yes,pro_next_charge_amount = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_next_charge_amount' SINCE 1 JAN 2025: 96 people, 0 empty (0% of them empty) [all-time for contrast: 101 people, 0 empty] ; Customer.io 'pro_next_charge_amount': present - not used by any audience group or campaign ; live values in 'pro_next_charge_amount': 1768.82 ~ 0 ~ 41300","Amounts as numbers. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_current_period_end_at,pro_current_period_end_at,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_current_period_end_at:string,Yes,pro_current_period_end_at = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_current_period_end_at' SINCE 1 JAN 2025: 96 people, 6 empty (6% of them empty) [all-time for contrast: 101 people, 7 empty] ; Customer.io 'pro_current_period_end_at': present - not used by any audience group or campaign ; live values in 'pro_current_period_end_at': 2026-10-07T08:44:26Z ~ ""2026-09-07T07:03:20Z"" ~ ""2026-09-07T12:35:00Z"" ~ ""2026-09-13T05:05:51Z"" ~ ""2026-09-14T04:49:51Z"" ~ ""2026-09-14T06:11:22Z""","Readable dates. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,pro_renewal_count,pro_renewal_count,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,pro_renewal_count:string,Yes,pro_renewal_count = unchanged,backend,posthog | customerio,auto,"PostHog 'pro_renewal_count' SINCE 1 JAN 2025: 96 people, 0 empty (0% of them empty) [all-time for contrast: 101 people, 0 empty] ; Customer.io 'pro_renewal_count': present - not used by any audience group or campaign ; live values in 'pro_renewal_count': 0 ~ 1 ~ 2 ~ 4 ~ 3","Values 0 to 4. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
membership,products_held,products_held,inc42,Sign in | buy or renew a Plus or Pro membership in a test account | watch the profile update in PostHog and Customer.io,https://datalabs.inc42.com/,logged-in,membership,products_held:string,Yes,products_held = unchanged,backend,posthog | customerio,auto,"PostHog 'products_held' SINCE 1 JAN 2025: 96 people, 0 empty (0% of them empty) [all-time for contrast: 101 people, 0 empty] ; Customer.io 'products_held': present - not used by any audience group or campaign ; live values in 'products_held': datalabs_pro ~ ""none"" ~ ""inc42_plus"" ~ ""both""","Values datalabs_pro, inc42_plus, both, none. This is how you tell a Plus reader from a Pro reader. Part of the agreed Pro billing set - the one part of Media's profile data that is correctly named, correctly filled and consistent with DataLabs.",KEEP,2026-09-08,Current: correct -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
crm_enrichment,engagement_score,engagement_score,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,engagement_score:string,Yes,engagement_score = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'engagement_score': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,engagement_tier,engagement_tier,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,engagement_tier:string,Yes,engagement_tier = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'engagement_tier': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,paid_score,paid_score,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,paid_score:string,Yes,paid_score = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'paid_score': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
