event_group,event_name,display_name,property,trigger_steps,trigger_url,login_state,event_property_groups,custom_event_properties,trigger_identify_call,expected_traits,source,destinations,automatable,test_notes,description,audit_status,audit_date,audit_notes
monetization,Plus Subscribed,Plus Subscribed,datalabs,DO NOT TRIGGER — inspect a stored payload in PostHog and Customer.io and record its attributes,https://datalabs.inc42.com — Plus subscription confirmed,logged-in,page | user | pro,"(rich payload — 34 attributes on Customer.io, not individually documented)",No,,web | backend,posthog | customerio,observe,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. LIVE, REAL, AND COMPLETELY UNDOCUMENTED — 106 events/90d in PostHog (first seen 2026-06-02), 48 Customer.io profiles, but ZERO in the last 30 days. It is the subscribe/confirm counterpart to the documented `Cancel Plus Membership` row and has no row of its own. Capture its 34 attributes so a proper row can be written. Verify from stored data only.",A DataLabs Plus subscription is confirmed,,,
search_action,master_agent_query,master_agent_query,datalabs,Submit any Ask Datalabs / AI Search prompt | then inspect the backend event in PostHog — check evidence_density and ungrounded_claims specifically,https://datalabs.inc42.com — Ask Datalabs (backend orchestration),any,interaction,query:string:required | query_type:string:enum[discovery|company|sector|funding|people|ranking|comparison|investor|advisory|out_of_scope] | mode:string:enum[thinking|fast|deep_research] | complexity:string | elapsed_ms:number | tool_count:number | source_count:number | entity_count:number | cache_status:string | cache_age_seconds:number | evidence_density:number | ungrounded_claims:number | has_followups:boolean | is_fallback:boolean | fallback_model:string | timeout_warning:boolean | has_enrichment:boolean | agent_attempt:number | response_length:number | body_length:number,No,,backend,posthog,observe,"PostHog project 66351 (Inc42 Datalabs | Live). DataLabs has its OWN GTM container and PostHog project — verify there, not in the Media project. THE MOST VALUABLE UNDOCUMENTED EVENT FOUND IN THE 29-AUG AUDIT. Live and real — 2,359 events/90d, first seen 2026-05-31 — with no master-sheet row. PostHog only; NOT expected on Customer.io. It carries answer-quality signals (`evidence_density`, `ungrounded_claims`) captured nowhere else in the Ask Datalabs event set. A product owner needs to decide what from this payload should be formally tracked before Ask Datalabs instrumentation is called complete.",Backend query classification and orchestration for AI Search / Ask Datalabs,,,
lifecycle,app_opened,app_opened,app,Force-quit the app | reopen from the home screen | wait for the Brief tab to render,App — cold/warm start,any,super,source:string:enum[organic|push|deeplink|banner] | push_type:string,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Expect a DUPLICATE: the PostHog React Native SDK also auto-fires `Application Opened` on the same trigger (3,710 vs 3,763 per 90d, 1.4% apart). Both firing is the known open issue, not a failed test.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED duplicate: `app_opened` 6,000 vs SDK autocapture `Application Opened` 5,963 over 90d — 0.6% apart.",A new app session starts,,,
lifecycle,deep_link_opened,deep_link_opened,app,Send yourself an inc42.com article link | close the app | tap the link from outside the app | confirm it opens on the article,App — universal / deep link,any,super,link_url:string:required | destination_screen:string | utm_source:string | utm_medium:string | utm_content:string,No,,ios | android,posthog | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. KNOWN BROKEN: utm_source / utm_medium / utm_content are not captured at all. Expect link_url only — confirm the three UTM keys are still absent.,A universal or deep link resolves into the app,,,
lifecycle,app_installed,app_installed,app,Delete the app | reinstall from the store | open it once,App — first open after a fresh install,n/a,super,"(none — SDK auto-captures platform, os_version, app_version, device_model, manufacturer)",Yes,install_date | attribution_source | attribution_campaign,ios | android,posthog | customerio | firebase | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. KNOWN BROKEN: the install call does not send install_date / attribution_source / attribution_campaign — they are set later by a separate identify. Also check attribution_source/campaign are not null: the keys are written on ~95% of App users with a null value every time (Singular postback not landing).,"First app open after a fresh install, once per install",,,
lifecycle,app_updated,app_updated,app,Install an older build | update to the current build from the store | open the app,App — first open after an app-version update,any,super,update_type:string:enum[forced|voluntary] | previous_version:string | version:string,No,,ios | android,posthog | customerio | firebase,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Reported working. Low Customer.io coverage (2% of profiles) is expected — most users have not updated.,First app open after an app-version update,,,
lifecycle,force_update_shown,force_update_shown,app,Install a build below the minimum supported version | open the app | confirm the blocking update gate renders,App — min-version gate,any,super,current_version:string:required | min_version:string:required,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Live-verified 8 Sep 2026 (90d window). ZERO events in 90 days. It appears to have been SUPERSEDED by a live `app_update_*` family — `app_update_prompt_shown`, `app_update_prompt_dismissed`, `app_update_cta_tapped`, `app_update_flow_started` (see their own rows). Confirm with engineering before logging this as a bug; do not burn time sourcing an old build to reproduce it.",The minimum-version gate blocks entry to the app,,,
onboarding,onboarding,onboarding,app,"Fresh install | start onboarding | complete or skip each step (role, sectors, topic, push prompt, sign-in prompt) | watch one event per step",App — onboarding flow,any,super,status:string:required:enum[started|step_completed|step_skipped] | step_name:string:enum[role|sectors|topic|push_prompt|signin_prompt] | step_number:number | selection_count:number | step_answer:string,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Consolidated state-machine event — one event per step, not one event per flow. OPEN: the final step_name enum order is still unconfirmed, so treat an unexpected order as a spec gap, not a bug.","Onboarding flow state machine, one event per step",,,
onboarding,onboarding_completed,onboarding_completed,app,Complete the final onboarding step | confirm you land on the Brief tab,App — onboarding final step,any,super,role:string:required | sector_groups:array:required | topic_groups:array,Yes,role | sector_groups | topic_groups,ios | android,posthog | customerio | firebase | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Deliberately kept as a standalone name-keyed event rather than a status value on `onboarding` — Meta/Firebase/SKAN need a distinct conversion name. Do not report the duplication as a bug.,Final onboarding step completed,,,
onboarding,walkthrough,walkthrough,app,Fresh install | on the walkthrough screens tap Next through each | repeat a second install and tap Skip,App — walkthrough,any,super,status:string:required:enum[next|skip],Yes,walkthrough_status,ios | android,posthog | customerio,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Test both paths — Next and Skip write different walkthrough_status values.,User advances or skips the app walkthrough,,,
brief,brief_page_opened,brief_page_opened,app,Open the app | tap the Brief tab | confirm the Brief home page renders,App — Brief tab home,n/a,super,source:string:required | edition_type:string,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: `source` carries the wrong value. Check what source actually contains and record it.,The Brief home page is opened,,,
brief,brief_opened,brief_opened,app,On the Brief tab tap the cover CTA | confirm the first card renders,App — Brief cover CTA,n/a,super,edition_date:date:required | story_count:number | source:string | is_first_brief:boolean | edition_type:string,No,,ios | android,posthog | customerio | firebase | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Retention is measured on this event specifically — a break here breaks the retention metric. Verify edition_date matches the edition on screen.,The Brief cover CTA is tapped and the edition opens,,,
brief,card_viewed,card_viewed,app,Open a Brief edition | scroll slowly through the cards | expect one event per card entering view,App — Brief cards,any,super | story,edition_date:date:required | position:number:required | edition_type:string,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Highest-volume App event (~80% of all App volume) — expect many events. Check `position` increments and does not repeat on re-scroll.,A Brief card enters the viewport,,,
brief,article_opened,article_opened,app,Open a Brief card | tap through to the full article | confirm the in-article reader renders,App — in-article reader,n/a,super | story,story_id:string:required | source:string,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Verify story_id is a real ID, not a slug — the sibling bug on search_result_tapped is exactly that.",The full article is opened from a Brief card,,,
brief,decode,decode,app,Open any Brief card | tap Decode (the in-app AI explainer) | wait for the response,App — Decode on a Brief card,any,super | story,status:string:required:enum[requested|completed],No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED DEAD 29 Aug 2026: zero telemetry, absent from the PostHog taxonomy entirely. Expect NOTHING to fire. If anything appears, that is new information worth flagging.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.",The Decode AI explainer is requested on a story,,,
brief,brief_completed,brief_completed,app,Open a Brief edition | scroll to and past the final card | confirm the completion / gratification screen renders,App — final Brief card,any,super,edition_date:date:required | cards_viewed:number:required | duration_sec:number,Yes,streak_current | streak_max | streak_tier | briefs_completed_total | last_brief_completed_at | last_brief_opened_at,ios | android,posthog | customerio | firebase | singular,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. NORTH-STAR EVENT. All streak state derives from this plus last_brief_opened_at — verify the person properties actually update, not just that the event fires.",The final card of an edition is reached,,,
brief,brief_fallback_shown,brief_fallback_shown,app,"Requires a low-content day — cannot be forced | if the content-scarcity fallback edition renders, capture the event","App — Brief tab, fallback edition",any,super,reason:string:required:enum[scarcity] | edition_type:string,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Not expected in Customer.io. Cannot be triggered on demand — mark not tested unless a scarcity day occurs.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.,A content-scarcity fallback edition is shown,,,
brief,story_saved,story_saved,app,Open a story | tap Save | go to Watchlist > Saved and confirm it appears,App — story / article save action,logged-in,super | story,story_id:string:required | source:string,Yes,watchlist_count,ios | android,posthog | singular,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. KNOWN BROKEN: the setPersonProperties call does not fire, so watchlist_count never updates. Confirm the event fires but the person property does not move.",A story is saved to the watchlist,,,
brief,story_unsaved,story_unsaved,app,Open a saved story | tap Save again to unsave | confirm it leaves Watchlist > Saved,App — story / article unsave action,logged-in,super | story,story_id:string:required | source:string,Yes,watchlist_count,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. KNOWN BROKEN: same missing setPersonProperties as story_saved — watchlist_count does not decrement.,A saved story is removed from the watchlist,,,
brief,story_shared,story_shared,app,Open a story | tap Share | complete the share to one specific channel (e.g. WhatsApp),App — story share sheet,any,super | story,story_id:string:required | channel:string:required:enum[link|whatsapp|email|linkedin|twitter],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: `channel` is wrong. Share to a named channel and record what channel actually contains. Note `share_initiated` is a separate funnel-top event that fires earlier.,A share action on a story completes,,,
brief,brief_story_rated,brief_story_rated,app,Open a Brief card | tap the 👍 / rating control | confirm the rating registers,App — Brief card rating control,any,super,edition_date:date:required | rating:string:required | edition_type:string,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED RENAME: search PostHog for `brief_story_rated`, NOT `card_rated` — the planned name does not exist live. The sheet's old 'channel is wrong' note on this row is a copy-paste artifact from story_shared; ignore it and test the rating property instead.  Live-verified 8 Sep 2026 (90d window). NAME CORRECTED — live name is `brief_story_rated` (114 events/90d, last 6 Sep). `card_rated` does not exist.",A Brief card is rated by the user,,,
streak,streak_opened,streak_opened,app,Open the app | tap the streak indicator from the Brief tab or the Profile tab | confirm the streak screen renders,App — streak screen,any,super,source:string:required:enum[profile|brief],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Test both entry points — source must differ between profile and brief.,The streak screen is opened,,,
streak,streak_milestone_viewed,streak_milestone_viewed,app,Reach a real streak milestone day | confirm the full-screen milestone modal renders,App — streak milestone modal,any,super,milestone_day:number:required | tier:string | is_refire:boolean,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: fires on unrelated, non-milestone days. Watch for the event on a day that is NOT a milestone — that is the bug, not the absence of it on a milestone day. Name also drifts (`streak_milestone` vs `streak_milestone_viewed`) — search for both.  Live-verified 8 Sep 2026 (90d window). NAME CORRECTED — live name is `streak_milestone_viewed` (313/90d, last 7 Sep).",The full-screen streak milestone modal is shown,,,
watchlist,watchlist_entity_added,watchlist_entity_added,app,Open any company or sector page | tap Track | confirm it appears under Watchlist > Tracking,"App — company / sector page, Track action",logged-in,super,entity_type:string:required:enum[company|sector] | entity_id:string:required | entity_name:string | watchlist_size_before:number,Yes,watchlist_count | tracked_sector_count,ios | android,posthog | singular,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. STILL BROKEN 29 Aug 2026, three separate issues: (1) no setPersonProperties call fires; (2) entity_name is null when tracking a SECTOR but populated when removing one — test a sector, not just a company; (3) watchlist_size_after is wrong. Add/remove are deliberately separate events — not a bug.",A company or sector is added to the watchlist,,,
watchlist,watchlist_entity_removed,watchlist_entity_removed,app,Open a tracked company or sector | tap Untrack | confirm it leaves Watchlist > Tracking,"App — company / sector page, Untrack action",logged-in,super,entity_type:string:required:enum[company|sector] | entity_id:string:required | watchlist_size_before:number,Yes,watchlist_count | tracked_sector_count,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Same missing setPersonProperties as watchlist_entity_added. Also watch for possible unplanned twins `company_untracked` / `industry_untracked` firing on Customer.io at the same moment — see their own rows.,A company or sector is removed from the watchlist,,,
watchlist,watchlist_viewed,watchlist_viewed,app,Tap the Watchlist tab | switch between the Tracking and Saved sub-tabs,App — Watchlist tab,logged-in,super,sub_tab:string:required:enum[tracking|saved],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Test both sub-tabs — sub_tab must change between them.,The Watchlist tab is opened,,,
watchlist,watchlist_limit_hit,watchlist_limit_hit,app,On a free account track entities up to the free cap | attempt one more | confirm the cap message renders,App — watchlist free-tier cap,logged-in,super,entity_type:string:required | cap:number:required,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Not expected in Customer.io. Upsell signal — treat as monetization-adjacent. SEPARATE KNOWN ISSUE: the cap has been observed unenforced (10x overage), so the limit may never be reached to fire this at all.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.",The free-tier watchlist cap is reached,,,
explore,explore_viewed,explore_viewed,app,Tap the Explore tab | switch between the Articles and Companies sub-tabs,App — Explore tab,any,super,sub_tab:string:required:enum[articles|companies],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Test both sub-tabs.,The Explore tab or one of its sub-tabs is opened,,,
explore,sector_landing_viewed,sector_landing_viewed,app,Open any article or company | tap an industry / sector tag | confirm the sector landing page renders,App — sector landing page,any,super,sector:string:required | sub_tab:string,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. ,A sector landing page is opened from an industry tag,,,
explore,search_initiated,search_initiated,app,Tap the Explore tab | tap into the search bar so it takes focus | do not type yet,App — Explore search bar,any,super,search_scope:string:required,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Fires on focus, before any query is typed — do not confuse with search_performed.",The search bar is focused,,,
explore,search_performed,search_performed,app,In the Explore search bar type a query (e.g. 'fintech') | submit it | wait for results,App — Explore search,any,super,query:string:required | search_scope:string,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Raw queries are logged as-is — flagged as a privacy consideration in the spec, not resolved either way. Use a neutral test query.",A search query is submitted,,,
explore,search_result_tapped,search_result_tapped,app,Run a search | tap an ARTICLE result | repeat and tap a COMPANY result | compare the two payloads,App — Explore search results,any,super,query:string:required | position:number:required | entity_or_story_id:string:required,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: entity_or_story_id carries a story SLUG instead of a real ID when the tapped result is an article. Test an article result specifically — a company result may look correct.,A search result is opened,,,
profiles,company_profile_viewed,company_profile_viewed,app,Open Explore > Companies | tap any company | confirm the company profile renders,App — company profile,any,super,company_id:string:required | company_type:string,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. The sheet's own Event cell reads truncated as 'company_profile' — search PostHog for the full `company_profile_viewed`.,A company profile is opened,,,
profiles,profile_opened,profile_opened,app,Tap the Profile tab from the Brief tab | repeat from Explore | compare the source value,App — Profile tab,logged-in,super,source:string:required:enum[brief|explore],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Test at least two entry points — source must differ.,The user's own Profile tab is opened,,,
profiles,profile_section_viewed,profile_section_viewed,app,Open a company profile | scroll until a section (e.g. Funding) enters view,App — company profile sections,any,super,section:string:required,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. ,A profile section scrolls into view,,,
profiles,locked_feature_tapped,locked_feature_tapped,app,"Find a 🔒 gated feature (alerts, filters, exports, api, reporting) | tap it | confirm the lock/upsell renders",App — gated feature lock,logged-in,super,feature:string:required:enum[alerts|filters|exports|api|reporting] | surface:string:required,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Not expected in Customer.io. Upsell signal.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.,"A locked, gated feature is tapped",,,
profiles,interest_captured,interest_captured,app,Find a 'Notify me when…' control on any locked feature | tap it | confirm the confirmation state renders,App — 'Notify me when…' control,logged-in,super,feature:string:required | surface:string:required,Yes,interest_features,ios | android,posthog | customerio,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. HIGHEST-PRIORITY BROKEN EVENT. The spec calls this 'THE v1 monetization signal' and demands it be clean from day 1. As of 29 Aug 2026 it is absent from Customer.io ENTIRELY and absent from PostHog too — a full destination gap, not a property mismatch. Expect nothing; record exactly what you see.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.",A user registers interest in a locked feature,,,
notifications,push_permission_prompted,push_permission_prompted,app,Fresh install | reach the push step in onboarding | confirm the pre-prompt or the OS push prompt renders,App — push permission prompt,any,super,context:string:required:enum[onboarding|settings],No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Live-verified 8 Sep 2026 (90d window). Name settled — the live event is `push_permission_prompted` (1,457 events in 90d, last 7 Sep). The spec's `push_permission_prompt_shown` does not exist, so search only for the live name. Test both the pre-prompt and the OS prompt paths and confirm `context` differs.",The push permission pre-prompt or OS prompt is shown,,,
notifications,push_permission_granted,push_permission_granted,app,At the OS push prompt tap Allow | test this BOTH signed out and signed in,App — OS push permission prompt,any,super,context:string:required,Yes,push_opt_in,ios | android,posthog | customerio | firebase | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: setPersonProperties fails for NON-LOGGED-IN users and works for logged-in ones. You must test both states to see the bug — logged-in alone will look fine.,The OS grants push permission,,,
notifications,push_permission_denied,push_permission_denied,app,At the OS push prompt tap Don't Allow | test this BOTH signed out and signed in,App — OS push permission prompt,any,super,context:string:required,Yes,push_opt_in,ios | android,posthog | customerio,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: same non-logged-in setPersonProperties gap as push_permission_granted. Test both states.,The OS denies push permission,,,
notifications,push_delivered,push_delivered,app,Have a push sent to the device | leave the app backgrounded | check for a client-side delivery receipt,App — push delivery receipt,any,super,push_type:string:required | message_id:string:required,No,,ios | android,posthog | customerio,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED DEAD 29 Aug 2026: zero PostHog volume ever, absent from Customer.io too — the event does not exist in the taxonomy at all. Expect NOTHING. The OEM background-kill caveat (Xiaomi/Oppo/Vivo) is irrelevant while it never fires.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.",A push notification is delivered to the device,,,
notifications,push_opened,push_opened,app,Have a push sent to the device | tap the notification | confirm the app opens on the intended screen,App — push notification tap,any,super,push_type:string:required:enum[morning_brief|nudge|breaking|watchlist_digest|winback],Yes,push_opt_in | push_types_enabled,ios | android,posthog | customerio,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED NEAR-DEAD 29 Aug 2026: only 2 lifetime events, both on 10 Jul 2026, nothing since — despite 67% push opt-in. If your tap produces an event, that is a meaningful change worth flagging.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: exactly 2 events in 90d, last 2026-07-10 — unchanged.",A push notification is tapped,,,
notifications,notification_settings_changed,notification_settings_changed,app,Open Profile > notification settings | toggle any single setting | test BOTH signed out and signed in,App — notification settings,any,super,setting:string:required | new_value:string:required | source:string:enum[track_company|track_sector|save_article|profile|brief_card],Yes,push_types_enabled,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: setPersonProperties fails for non-logged-in users — same pattern as the push-permission family. Test both states.,Any push notification setting is changed,,,
auth,sign_in_prompt_shown,sign_in_prompt_shown,app,"While signed out, tap any action that requires auth (save a story, track a company) | confirm the auth wall renders",App — auth wall,logged-out,super,method:string:enum[google|apple],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. The sheet still says 'not working' — that is now WRONG. Confirmed firing with real volume since 1 Aug 2026. Expect it to work; flag if it does not.,An anonymous user hits an auth wall,,,
auth,sign_in_started,sign_in_started,app,From the auth wall tap Sign in | confirm the sign-in sheet displays | do not complete yet,App — sign-in sheet,logged-out,super,method:string:required:enum[google|apple],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Sign in with Apple is mandatory on iOS per App Store guidelines — test the Apple path on iOS.,The sign-in sheet is displayed,,,
auth,sign_in_completed,sign_in_completed,app,Complete a sign-in with Google | sign out | complete a sign-in with Apple on iOS | confirm you land signed in,App — sign-in success,logged-out,super,method:string:required:enum[google|apple] | is_new_user:boolean:required,Yes,is_registered | auth_method | dnd | email | first_name | last_name,ios | android,posthog | customerio,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CHECK distinct_id SPECIFICALLY: it has been claimed at different times to be the Auth0 uid and to be the raw email. Not independently re-verified. Record which one you actually see. The anonymous device UUID should alias to the Inc42 web / Auth0 ID at this call.,Authentication succeeds,,,
auth,register,register,app,Sign in with an email that has never been used on Inc42 before | complete first-time registration,App — first-time registration,logged-out,super,method:string:required:enum[google|apple],Yes,is_registered | auth_method | registration_date | register_source,ios | android,posthog | customerio | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. register_source must be the constant `inc42_app` — it exists so CRM dedupe can tell App from Web from DataLabs registrations apart. Identity-merge point for attribution.,A first-time registration completes,,,
auth,signed_out,signed_out,app,Open Profile | sign out | confirm you return to the signed-out state,App — sign out,logged-in,super,(none),No,,ios | android,posthog | singular,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CROSS-CHECK: the website's parallel bug is that posthog.reset() is never called on sign-out, so a signed-out session keeps the previous user's identity. Not independently confirmed for the App — after signing out, check whether new anonymous activity still carries the old distinct_id.",The user signs out,,,
auth,account_deleted,account_deleted,app,DO NOT COMPLETE ON A REAL ACCOUNT — use a throwaway test account only | Profile > delete account | confirm deletion,App — in-app account deletion,logged-in,super,(none),Yes,dnd,ios | android,posthog | customerio | firebase | singular,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. DESTRUCTIVE — throwaway account only. Apple mandate. dnd must be set to true, which suppresses ALL Customer.io sends for that profile. DPDP-relevant; verify the suppression actually applies.",In-app account deletion is confirmed,,,
ops,rating_prompt_shown,rating_prompt_shown,app,"Reach a Streak Day-7 milestone, or complete a 3rd Brief | confirm the store-rating prompt renders",App — store rating prompt,any,super,trigger:string:required,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Not expected in Customer.io. Hard to force — needs real streak/completion state.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.,The app-store rating prompt is shown,,,
ops,error_shown,error_shown,app,Turn on airplane mode | open the app and attempt to load the Brief | confirm the offline error state renders,App — error / offline state,any,super,error_type:string:required | surface:string:required,No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. Offline is the easiest error_type to force. Crashes go to Crashlytics, not this event — do not expect crashes here. Independent of the website's own error_shown.",A user-facing error state is displayed,,,
ops,preferences_updated,preferences_updated,app,Profile > edit your role / sectors / topics | save | test BOTH signed out and signed in,App — post-onboarding preferences,any,super,field:string:required:enum[role|sectors|topics] | new_value_count:number | new_values:array,Yes,role | sector_groups | topic_groups,ios | android,posthog | singular,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED STILL BROKEN 29 Aug 2026: setPersonProperties fails for non-logged-in users — same class as the notification-settings family. Test both states.,A post-onboarding preference is changed,,,
ops,menu_item_tapped,menu_item_tapped,app,"Profile > About | tap each item in turn (Terms, Privacy, Contact Us, FAQ, Rate App)",App — Profile > About,any,super,item:string:required:enum[terms|privacy|contact_us|faq|rate_app],No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. The rate_app value complements rating_prompt_shown — tap it specifically.,A Profile > About menu item is opened,,,
ops,scroll_depth,scroll_depth,app,Open a full article | scroll slowly to the bottom | expect one event at each of 25 / 50 / 75 / 100%,App — in-article scroll,any,super,depth_percent:number:required:enum[25|50|75|100],No,,ios | android,posthog,observe,"Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. App-side only and reported working — completely unrelated to the website's separate, much more broken scroll-depth situation. Do not conflate the two.",An article scroll threshold is crossed,,,
ops,summary_expanded,summary_expanded,app,Find a collapsible summary on an article card or company card | expand it,App — article / company card summary,any,super,surface:string:required:enum[article_card|company_card] | entity_or_story_id:string:required,No,,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. KNOWN BROKEN: sends entity_or_story_id instead of a proper story_id — same class of bug as search_result_tapped.,A collapsible summary is expanded,,,
ops,profile_name_updated,profile_name_updated,app,Profile > Edit Profile | change the first or last name | save,App — Profile > Edit Profile,logged-in,super,fields_changed:array:required | new_first_name:string | new_last_name:string,Yes,first_name | last_name,ios | android,posthog,observe,Observe in PostHog project 146258 (App) Live Events + Customer.io — cannot be driven from Chrome. CONFIRMED ABSENT FROM BOTH PostHog AND Customer.io as of 29 Aug 2026 — worse than the sheet's Customer.io-only gap assumption. Expect nothing. Added in v1.3.  Live-verified 8 Sep 2026 (90d window). RE-VERIFIED: 0 events in PostHog over 90 days.,The user edits their name in Edit Profile,,,
